topic;post
Edukacja; Cześć,  od 20 lat jestem nauczycielem i od kilku lat tworzę materiały na potrzeby moich uczniów dostępne online. Pomyślałem, że Wam się też mogą przydać, bo jest tam tematyka zarówno podstawowa (okolice Scratcha), jak i zaawansowana (niedawno była premiera odcinka o rekurencji). Wszystkie moje zasoby dostępne są za darmo i bez reklam.  Blog: https://lobo.guru/ Kanał U źródeł programowania: https://www.youtube.com/channel/UCjBaavKdVC_ieXPqFxPHWhw Kanał Edukacja gwarantowana: https://www.youtube.com/channel/UCAX6DmxwcIL354kH-jqDbhA Bardzo proszę o suby i lajki, bo to pomoże rozpowszechnić się tym filmom. Tak jak wspominałem – są (i będą) one za darmo, ale stworzenie tych odcinków dość sporo kosztuje i wolałbym aby służyły szerszej publiczności. Obecnie mało kto ogląda, więc YT nie promuje. A że nie promuje, to mało kto ogląda. Przykładowy film o rekurencji: Film:   Druga część filmu:  Trzecia część filmu:  4 część  
Edukacja; Cześć. Mam taką dość nietypową sytuację, może wyda się Wam to trochę dziecinne, ale sam nie wiem co robić. Inżyniera na powyższej uczelni (Informatyka) skończyłem w roku 2015. Od jakichś 2 lat mam absolutorium na magisterskich, praktycznie skończony projekt, tylko za cholerę nie chce mi się tego dokańczać, a co gorsze pisać tego wypracowania. Mam mnóstwo swoich projektów + pracuję full time od paru lat jako C++ dev. Jak myślicie, jest sens to kończyć? Właściwie najbardziej zastanawia mnie kwestia tego jak to będzie wyglądać na CV/LinkedInie. W sensie inżynier skończony w 2015, a magisterka? 2020 :)? Trochę to tak chu***o wygląda, nieprawdaż? Jestem na skraju podjęcia decyzji o rzuceniu tego w cholerę, bo często tak mi to siedzi na umyśle, że nie jestem w stanie skupić się na innych rzeczach. Szczerze - myślałem już nawet o totalnym pozbyciu się wszystkiego co do tej pory z tą magisterką zdziałałem, żeby nie było możliwości powrotu :P Co myślicie? 
Edukacja; Wątek zbiorczy związany z podcastem Devsession. Zapraszam do dyskusji w komentarzach. Wątek powstał po publikacji już nastu odcinków więc każdy nowy będzie dopisywany jako odpowiedź i tam w komentarzach możemy już dyskutować, pisanie opinie, składać podziękowania :) Strona domowa: https://devsession.pl Gdzie można słuchać? Spotify | Google podcast | Apple podcasts | devsession.pl/podcast Lista wydanych odcinków (od najnowszego) Biznesowa wartość programisty – Jakub Marchwicki Uczę (się) programowania – Bartosz Cytrowski Poznaj Kubernetes – Jakub Gutkowski, Piotr Stapp O Zmianie – Finał! DEV Debata z udziałem @programmergirl i Ostrapiła Be a polyglot programmer – Dr. Venkat Subramaniam The old is the new New - Szymon Kulec O zmianie - Katarzyna Michalowska, Marcin Hoppe Ja, programista - Jarek Pałka O pamięci ...tej komputerowej - Konrad Kokosa Rola CTO - Wojtek Ptak Frontend 2019 – Michał Michalczuk Relacja z konferencji SegFault Łódź 2019 SegFault Łódź 2019 – O Testach z Robertem Pankoweckim oraz Arkiem Benedyktem Tomasz Nurkiewicz – Java Champion Katarzyna Gajewska – przyszłość rynku pracy Tomasz Heimowski – programowanie funkcyjne Karol Grabowski – od radcy prawnego do programisty Maciej Gajdzica – programista systemów embedded Marcin Hoppe – bezpieczeństwo aplikacji webowych Adam Sitnik - Rola i znaczenie open source software    Marcin_Zapowiedz_300.png (0.07 MB) - ściągnięć: 104   
Edukacja; Hej.  Pytanie nie jest informatyczne, ale to pierwsze forum, ktore przyszlo mi do glowy.  Otoz, w czasie wolnym ucze sie z pewnej apki trzech jezykow obcych. Fajnie wchodzi, dorzucam po okolo 50-70 zwrotow/slow tygodniowo do kazdego jezyka. Zastanawiam sie czy znajac np.500 slow/zwrotow, mogac zagadac do kogos, porozmawiac o pogodzie czy zainteresowaniach moge sobie wpisac w CV podstawowa znajomosc tych jezykow?  Nie chce uzywac A1/A2, bo to wydaje mi sie brzmi gorzej niz wyraz 'podstawowy', wyraz podstawowy nie mowi czy znam jezyk na A1 czy na A2, zawsze jesli jest potrzeba mozna sie douczyc podstaw gramatyki i oscylowac wokol tego A2.  Ogolnie nie potrzebuje tych jezykow ani do szczescia, ani do pracy czy sciezki zawodowej, ktora chce obrac, ale jak mi sie nudzi to po prostu odpalam ta apke, by nie tracic czasu na bezmyslne gapienie sie przed siebie, albo rozmyslanie o nauce/pracy 24h/7. Poza tym zawsze moge sobie pogadac dla pewnosci z kims przez neta, albo pojechac na wakacje. Jesli to istotne (np.ze wzgledu na mnogosc osob, ktore posluguja sie tymi jezykami w naszym kraju, co moze decydowac o 'umownych' wymaganiach)to sa jezyki hiszpanski, rosyjski i niemiecki. Angielski wiadomo, znam calkiem niezle.  Czy w Waszej opinii moge sobie wklepac znajomosc 4 jezykow do CV? Wpadlo mi do glowy wlasciwie, ze to nie jest klamstwo, gdy moge z kims faktycznie pogadac. A wpis z 4 jezykami obcymi - gdybym byl rekruterem to z samej ciekawosci bym taka osobe gdzies tam zaprosil na rozmowe. :D I jeszcze jedno - czy jesli chce uzyskac np.certyfikat A2 z jakiegos jezyka, musze robic kursy czy wystarczy zdac jakis egzamin? Czy musze wczesniej zdobyc certyfikat A1? Pozdrawiam Forumowiczow! 
Edukacja; Cześć. Wiem, powinienem użyć wyszukiwarki. Ale jak ktoś już tutaj trafi, to może jednak zechciałby napisać coś merytorycznie pożądanego :-) Opis skrótowy:  programuję w C mikrokontrolery (dość dużo, bo to małe hobby) jakoś tam się poruszam w C++ (tylko aplikacje na konsole) (pisze to tylko po to żeby było wiadomo, że jakiś ogólny pogląd na czym polega to programowanie już mam - rynkowego natomiast za grosz)  Meritum: jaki język możecie polecić do nauki programowania przy założeniu następujących oczekiwań: a) stosunkowa duża łatwość znalezienia pracy (na polskim rynku) b) stosunkowo dobre zarobki (to nie musi być 10k, ale też nie 3k - no chyba że na początku) c) stosunkowo mały nakład pracy/łatwość przyswajania języka Założenia są takie, że nie ma znaczenia w czym czuję się lepiej - back-end/front-end - i tak nie wiem z czym to się je, bo w ogóle nie jestem wdrożony w branże. Zakładamy, że NIE jestem wybitnie inteligentny, ale też posiadam kilka zwojów mózgowych więcej niż kurczak :-). Ot przeciętny kowalski nie mający problemów z matmą - tą wyższą również. Zależałoby mi żeby wypowiedziały się osoby siedzące trochę w branży  - macie kumpla który zadaję Wam takie pytanie - co mu odpowiecie? Przepraszam jeśli uznacie, że zaśmiecam forum głupimi pytaniami. 
Edukacja; Witam jestem uczniem szkoły podstawowej i w ramach dodatkowych zajęć z informatyki chcę wyszukać odpowiedzi na kilka pytań. Dużą część już znalazłem, ale mam problem z kilkoma. Możecie mi jakoś pomóc? Transmisja danych odbywa sie zawsze..................predkoscia? Komorki pamieci procesora wykorzystywane podczas przetwarzania to: ............................. Wskaz trzy dowolne ale kolejne etapy typowego cyklu wykonywania rozkazow przez procesor........................ srodowisko wykonania dla programu moze zapewnic........................... przetwarzanie informacji to przetwarzanie wiadomosci w sposob zachowujacy ich .................... system operacyjny zapewnia standardowo ..................... zasobami tekst artykulu w czasopismie moze byc przykladem  .....................   reprezentacji danych pamiec dyskowa jest pamiecia o dostepie   .................    i ...............     czasie dostepu  Uporzadkowanie hierarchii pamieci wg rosnacej szybkosci dostepu w kolejnosci od lewej do prawej to : 1) pamiec podreczna, pamiec operacyjna, pamiec masowa, rejesry 2) pamiec operacyjna, masowa, rejestry, pamiec podreczna 3)rejestry, pamiec podreczna ,operacyjna, masowa 4) masowa, rejestry, podreczna, operacyjna 5)inna niz wskazane powyzej Bardzo dziękuję za każdą pomoc. 
Edukacja; Ostatnio zacząłem uczyć się o strukturach danych (na początek planuję o liście, stosie, może kolejka itd.) i szukam rzetelnego źródła, w którym będą dobrze opisane struktury danych, przykładowe operacje i załóżmy zalety/wady danego rozwiązania. Zacząłem od strony https://eduinf.waw.pl/inf/alg/001_search/0084.php ale brakuje tutaj informacji o złożoności czasowej operacji i wydaje mi się, że nie wszystko jest dobrze opisane, choć mogę się mylić. Z kolei słynna książka Cormena czasami wydaje się za bardzo komplikować pewne informacje. Może ktoś mógłby coś ciekawego polecić? 
Edukacja; Cześć ,  Mam do was pytanko , takie jak w temacie , jakie książki polecacie do nauki analizy danych Tabular i Multidimensional ? Jeśli jakieś książki polecicie podzielcie się swoją opinią o niej , najlepiej dajcie linka . 
Edukacja; Hej. Jestem w 2 Technikum mam coraz bliżej do praktyk i chciałbym praktyki z programowaniem związane (najlepiej aplikacje mobilne). Moja wiedza: Uczę się programować od 3 klasy gimnazjum . Na początku zaczynałem ze zwykłym c++ (codebloks), następnie prościutkie aplikacjie okienkowe różnież w c++, ale było mi mało, pobrałem Unity i robiłem prościutkie gry C# (głównie po to żeby zobaczyć z czym to sie je ale )  i po jakimś czasie przyszedł android studio (teraz mniej więcej robię aplikacje do komunikacji opartą firebase i jestem z niej dumny (800 lini kodu trochę spagetti bo robiłem dla siebie)), między czasie interesuję  się też uczeniem maszynowym i idzie mi chyba dobrze (tak myślę bo nikt poza internetem mi nie pomaga ), wzorce projektowe orjętuję się jakie są mniej więcej kiedy się je stosuje. gita używam (umiem go na tyle ile potrzebuje coś wrzucić coś sprawdzić). Na pewno nie umiem pracować w zespole bo jak miałem się nauczyć skoro potrzebuje grupy ,również nie patrze na graficzną stronę moich wytworów ob chciałem zeby aplikacja dzialala a nie ladnie wyglądała bo czas mam ograniczony. Wszystko co umiem zawdzięczam sobie .Szkoła nic mi nie pomogłą ani nikt.  Czy się nadam. 
Edukacja; Postanowiłem stać się lepszym programistą. Z tego powodu zrobiłem sobie rozpiskę pól informatycznej wiedzy, w których chciałbym ją sobie lepiej usystematyzować. Szukam książek-klasyków na poziomie mid-deva (czyli nie nieskopoziomowe administracyjne szczegóły, ani też nie pozycje w stylu od hello worlda do pierwszej aplikacji) w każdej z tych dziedzin w języku polskim (nie czuję się bardzo swobodnie w angielskim, i wolałbym się w tym momencie się do tego nie odnosić, chciałbym się skupić na merytoryce, a nie na języku). Do każdej z dziedzin dodałem tytuły, które po wstępnym researchu wydają mi się najpopularniejsze. Chciałbym Was prosić o weryfikację tej listy zgodnie z Waszym doświadczeniem: potwierdzenie/zaprzeczenie jakości pozycji, propozycję alternatywy lub Waszego faworyta.  Django - Django 2. Praktyczne tworzenie aplikacji sieciowych Docker - Docker. Projektowanie i wdrażanie aplikacji, Docker Praktyczne zastosowania Git - Git. Rozproszony system kontroli wersji Rust - Programowanie w języku Rust. Wydajność i bezpieczeństwo (O'Reilly), Programowanie w języku Rust (PWN) może znacie jakiś zbiór zadań do Rusta? chciałbym złapać jakąś praktykę w tym języku Unix - Unix i Linux. Przewodnik administratora systemów (administracja jako taka mnie nie interesuje, chciałbym coś co da mi wiedzę użyteczną w codziennej pracy deva) Bazy danych - czytałem ostatnio Wysoko wydajny PostgreSQL 9.0, teraz myślę, że może fajnie byłoby dorwać jakiś wartościowy zbiór zadań z optymalizaji zapytań i samej bazy danych Wzorce projektowe - Wzorce projektowe. Rusz głową! Inne - Czysty kod (widziałem ostatnio Mistrza czystego kodu - nie jest to tak popularna pozycja jak jej poprzednik, ale może ją znacie i powiecie mi na ile jest ona wartościowa?)  
Edukacja; Cześć Mam do was pytanie odnośnie kursów jak i studiów. (Dwa zdania o mnie które mam nadzieję pomogą w pewnym stopniu zrozumieć moją ciekawość jak i zakłopotanie) Interesuję się już od dłuższego czasu cyberbezpieczeństwem oraz sam uczę się Pythona pracuje również w lokalnej firmię świadczącej usługi napraw komputerów itd.  Czy jeżeli kończąc szkołę średnia mam do wyboru pójść na studia lub zrobić kurs co będzie bardziej korzystniejsze z perspektywy aby jak najszybciej rozpocząć pracę. Oraz czy jest ktoś w stanie polecić mi miejsce gdzie mogę ukończyć kursy po których naprawdę czegoś się nauczę oraz zwiększą one moją atrakcyjność na rynku pracy (Śląsk). 
Edukacja; Od początku moich przygód z programowaniem uczyłem się tylko z książek. Wyznaczałem sobie minimalną ilość czasu spędzanego na nauce. Wydaje mi się, że jestem bardziej teoretykiem i zanim zacznę czegoś używać, muszę to dobrze poznać. Mam dobrą pamięć i umiem się nauczyć rzeczy, na które inni nie marnują swojej cennej pamięci i wolą pamiętać miejsce, w którym mogą sobie o nich przypomnieć. Nie muszę wykorzystywać od razu nauczonej wiedzy, mogę dużo zapamiętać i bez problemu użyć jej w projekcie w dalszej przyszłości. Zauważyłem, że gdy polecam komuś na forum książki do przeczytania, to zawsze znajduje się ktoś, kto odradza kupowania książek i proponuje darmowe kursy. Zawsze miałem złą opinię o kursach internetowych, bo wydawało mi się, że pisarze mają uporządkowaną w głowie wiedzę (mimo trafiania na kiepskie książki, które są bestsellerami) i bardziej się starają, bo dużo zarabiają na książkach i nie mogą zawieść swojego wydawnictwa. Poza tym kojarzy mi się to z bardziej akademickim podejściem, które mimo że jest sprzeczne z praktycznym podejściem, wydaje się być bardziej poważne. Problem jest w tym, że musiałem się zmuszać do czytania, ale w moim przypadku zmuszanie się nie jest takie trudne, bo jestem masochistą. Moją normą jest przeczytanie około 10-20 stron dziennie w ciągu godziny z przerobieniem przykładowego kodu i swoich własnych przykładów, więc średnio-grubą książkę mogę przeczytać w miesiąc (ale po kilku latach czytania pół godziny dziennie było wystarczającą męką, do której mogłem się zmusić). Ostatnio postanowiłem trochę wyluzować i spróbowałem kursów na Udemy (nie reklamuję tej strony, ale płatne nadal wydaje mi się bardziej wartościowe niż darmowe). Zauważyłem, że mogę znaleźć kursy tworzone przez osoby, które mają naprawdę dużą wiedzę i przekazują wszystko, czego mógłbym się dowiedzieć z książki, a najlepsze jest to, że nauka z tych kursów jest dużo bardziej przyjemna, niż czytanie książki. Mogę poświęcić pół dnia na naukę z kursu, nie muszę się do tego zmuszać i mnie to nie nudzi, a obejrzenie filmu z kolejną lekcją jest czymś, czego oczekuję, a nie czymś, do czego muszę się zmuszać i obserwować stoper z nadzieją, że może uda się to przełożyć na kolejną sesję. Dodatkowo nie muszę się skupiać na osiągnięciu idealnej ciszy (sąsiad często gra na akordeonie), bo nawet gdy jest głośno, to mogę założyć słuchawki. Ciekawi mnie wasza opinia na ten temat. Czy w pewnym momencie doszliście do podobnych wniosków? Nadal mam w planach przeczytanie tych bardziej legendarnych książek, np. autorstwa Jona Skeeta albo gangu czworga, ale nauka z kursów video bardzo zawężyła zbiór książek, które mnie interesują. 
Edukacja; Hej! Pytanie na dziś mam takie, jak ugryźć matematykę od podstaw, żeby móc zacząć rozumieć notację matematyczną w książkach o algorytmach i żeby móc wystartować z czymś więcej niż programowanie aplikacji? Prośba o info, wskazówki i czy będę musiał się cofnąć do czasów maturalnych?  PS: Nigdy nie miałem wiele wspólnego z matematyką. 
Edukacja; Witam! Przyszedł czas na wybór tematu pracy inżynierskiej. Na celownik wziąłem portal ogłoszeniowy (z funkcjonalnościami typu obserwowanie danego ogłoszenia, system powiadomień itd,) i komunikator webowy. Wszystko miałoby być zrealizowane w ASP.NET dzięki czemu poduczył bym się frontendu, z którym w chwili obecnej nie jestem zaznajomiony. Pytanie brzmi, czy komunikator nie byłby zbyt skomplikowany. Może ktoś ma na swoim koncie projekt z użyciem SignalR? Pytam ze względu na to, że jednocześnie chciałym nauczyć się różnych technologii na maxa, jednak nie wkopać się przy tym w bagno. Wiadome jest, że nawet przy nietrudnych projektach wyskoczą po drodze problemy czy to z nieznajomością danego frameworka czy baz danych. Czytałem już na tym forum dyskusje na temat tego czy warto brać ambitny projekt, czy potraktować temat jako coś co po prostu musi być zrobione przy linii najmniejszego oporu. Chciałbym posłuchać waszych opinii, żeby znaleźć złoty środek. 
Edukacja; Witam serdecznie, mam pytanie na które dostałem tyle różnych odpowiedzi ilu kolegów pytałem, więc postanowiłem zapytać zawodowców w szerokim gronie. Mianowicie do tej pory pracowałem w bazach excelowych. Ale zorientowałem się, że uderzam głową w służbowy sufit. Firma dla której pracuje nie przykłada wagi w to, jak sobie radzisz, ma być i tyle, ale wiadomo, Excel choć poważne narzędzie ma swoje ograniczenia. Postanowiłem się uczyć programowania, założenie mam takie, że przynajmniej na początku drogi będę się uczył samodzielnie. No i tu się pojawia problem, jaki język wybrać programowania będzie najlepszy do wróżenia aplikacji, które będą aplikacjami lokalnymi i będą pracować z bazami danych? Pracuje na Win 10 nie Linuxie. A za cel naukowy obrałem sobie aplikację która będzie zajmowała się zbieraniem, analiza i redagowaniem danych. Wyniki jej pracy, na żywo będzie można wysyłać na serwer FTP, ale to już daleko przedemna, zdaje sobie sprawę, że do tego jeszcze daleka droga. I właśnie dla tego nie chciałbym poświęcać czasu na coś z czego nie będę zadowolony pozniej. Z takiego powodu odrzucam PHP bo mam z aplikacjami pisanymi w tym języku styczność, przymus odpalania noda xpamppa czy WebServa i jeszcze do tego MySQL Fronta sprawia, że zamiast jednej aplikacji mam odpalone 4, podejrzewam, że to wynik lenistwa kolegow, ale  i tak już zdążyło mnie to mocno zniechęcić, szukam alternatywy. Może czegoś lepszego? Wiem, że takim językiem jest Python.. ale może jest coś prostszego do nauki, chyba, że właśnie ten język ocenianie za odpowiedni dla kogoś kto do tej pory wpatrywał się w VBA? Przyznam, że naturalnie pierwszy typ to był VB ale nie chcę poświęcać czasu i mnóstwa energii na naukę czegoś co w naturalny sposób wymiera. Bardzo proszę o radę, z możliwie małą ilością prześmiewczych komentarzy 😊 Pozdrawiam serdecznie! 
Edukacja; Znacie jakies aktualne ksiazki jak projektowac oprogramowanie do otrzymywania/przetwarzania/zapisu duzych ilosci danych (jakie technologie itp)? 
Edukacja; Czołem, Mam w planach podjęcie studiów zaocznych na OKNO w Warszawie. Zastanawiam się między informatyką stosowaną na wydziale elektrycznym oraz inżynierią komputerową na WEiT. Który kierunek da mi więcej w kontekście programowania? Z góry dziękuję za pomoc. 
Edukacja; Czy moglby mi to ktos wytlumaczyc mam problem ze zrozumieniem o co tu chodzi i jak to obliczac. https://imgur.com/a/Hl1GpZU 
Edukacja; Hej, tak jak w temacie, chciałbym sobie testować pewne mechanizmy (np o ile podejście reaktywne jest szybsze) jednak chciałbym to robić już na gotowych zbiorach danych ze względu na to, że dane te byłyby różne od siebie. Stąd pytanie czy zna ktoś jakieś fajne strony gdzie idzie dostać jakieś csv bądź dumb dużych zbiorów :) 
Edukacja; Witam. Zacząłem uczyć się samemu języka C++ i za rok zamierzam iść na studia na informatykę weekendowo. Czego/czy warto się uczyć czegoś konkretnego zanim się na nie pójdzie, żeby na samych studiach było łatwiej? Z matmą nie mam problemów, matura podstawa 98%, rozszerzenie przy niewielkim nakładzie pracy ponad 50%. 
Edukacja; Hej, od dawna interesowałem się tematem VR/AR. Na moje nieszczęście, mogłem jedynie sobie korzystać z aplikacji i gier napisanych dla takich laików jak ja, a programowanie nie było moją bajką. Teraz natomiast, po okresie słomianych zapałów, chciałbym się do tego bardziej przyłożyć. Obecnie jestem na kierunku studiów niezwiązanym z programowaniem, jednak chciałbym po ich zakończeniu rozpocząć naukę na kierunku informatycznym. Znalazłem ostatnio kierunek na WSB właśnie o nazwie Programowanie aplikacji VR/AR w unity 3D, stąd moje pierwsze pytanie - czy jest to dobry kierunek? Czy to dobry pomysł, aby się tam pchać, czy lepiej zgłębiać te tajniki samemu z pomocą książek i kursów? Pierwsze studia kończę za dwa lata, a do tego czasu chciałem rozpocząć naukę samemu, aby być przygotowanym i poniekąd wprawiać się w te tajniki programowania. Pomyślałem, aby zacząć od nauki języka C# i .NET, których temat jest poruszany na wcześniej wspomnianych studiach. Co, jako profesjonaliści z dziedziny programowania, myślicie o tym pomyśle? Może powinienem zacząć według Was od innych języków? Może macie dla mnie pożyteczne książki/kursy/bootcampy? Zależy mi na poznaniu opinii ludzi siedzących w branży - zapraszam do dyskusji i proszę o pomoc! :) Edit. Sam znalazłem książkę tego typu Klik - czy spotkaliście się z nią i jesteście w stanie się wypowiedzieć na jej temat? :) 
Edukacja; Hej wszystkim, Uczę się Pythona już jakiś czas, ale nie jestem zadowolony z efektów. Rozumiem programy, ich logikę itd. Ale nadal jest dla mnie ciężkie pisanie czegoś samodzielnie. Do tej pory przerobiłem: -Tutorial na YT z tej strony: https://www.youtube.com/user/piotrek54PL/videos ( i jeszcze kilka innych pojedynczych filmów z kanałów anglojęzycznych) -Python dla każdego...wydanie 3 (Momentami była dla mnie niezrozumiale napisana) -Python. Wprowadzenie wyd.4 (Jest w porządku, ale doskwierał mi w niej brak zadań do wykonania samodzielnie i teraz czytam ją tylko z doskoku) -Myśl w języku Python!... (Polecenia niektórych zadań są zdawkowo wyjaśnione, przez co czasem mam z nimi problem. Poza tym ok) Poza tym korzystam z aplikacji Sololearn oraz Enki. Po skończeniu obecnie przerabianej pozycji planuję zapoznać się z Head first Python, ale już w języku angielskim. Chciałem stworzyć własny projekt, jak to zawsze jest doradzane, ale moja wiedza jest jeszcze dość mała, a ilość informacji przytłaczająca. Więc postanowiłem najpierw zdobyć podstawy z książek. Chciałem zapytać czy ktoś zna jeszcze jakieś godne polecenia tytuły do nauki Pythona? Najlepiej zawierające zadania. I co u was dawało najlepsze rezultaty przy samodzielnej nauce? ) 
Edukacja; Czy uzywacie? Warto znac? A moze sa lepsze alternatywy? 
Edukacja; Jakieś materiały książki coś zrozumiałego od testowania Api Rest(POST, PUT, GET, DELETE) przy pomocy JAVA????? 
Edukacja; Cześć.  Studiuję od tego roku informatykę. Kierunek mi się podoba, najbardziej matematyka, podstawy elektroniki oraz programowanie w języku C. Właściwie nawet mógłbym powiedzieć, że z takiego losowego strzału jakim był ten kierunek (obrany na podstawie rankingów finansowych - przyznaję, zgrzeszyłem) odkryłem, że interesują mnie trochę różne technologie.  Problem w tym, że o IT zacząłem myśleć dopiero kilka lat po maturze, gdy uświadomiłem sobie, że nie lubię aktualnej pracy (fabryka, maszyny). Od drugiego roku liceum marzyłem, by dostać się na kierunek lekarski. W tej chwili mam 23 lata, minęło zatem już jakieś 5 lat. Nie poprawiałem od tamtej pory matury, trochę słabo. Na studiach zauważyłem, że ten materiał licealny, jest go bardzo mało i jestem w stanie go szybko ogarnąć. Te przedmioty nie są takie straszne. Każdego dnia właściwie żałuję - pomimo tego, że lubię informatykę - że studiuję ten kierunek.  Nadal czuję wewnętrzną walkę rozsądku z chęcią spróbowania poprawy matury, ale skoro myślę o tym od tylu lat i to nie ustaje to chyba jednak zrezygnuję ze studiów. Nie chcę natomiast zrezygnować z technologii. (Nie pogodzę obydwu rzeczy, nie chcę robić czegoś byle jak) Dlatego chcę poprosić o sugestię. W jaki sposób mogę wykorzystać umiejętności programistyczne w medycynie? Służbie człowiekowi. Przychodzą mi do głowy sprawy bardziej sprzętowe - elektronika, C / C++ // lub np.Data Science, myślę, że w medycynie umiejętność zarządzania i analizowania danymi jest bardzo mocno istotna. Chcę prosić osoby o szerszej wiedzy o jakieś dodatkowe pomysły. Poza nauką do matur chcę się uczyć czegoś ze świata IT, jeśli nie uda mi się dostać na lekarski to najwyżej podejmę jeszcze raz studia informatyczne lub elektroniczne.  Będę wdzięczny za każde słowo na temat. Pozdrawiam! 
Edukacja; Jakie są najlepsze programy do odszyfrowania filmów typu 11B-X-1371 lub jak najlepiej nauczyć się ich odszyfrowywać? 
Edukacja; Rozważam rekrutację na OKNO PW od lutego. Czy ktoś ma dyplom OKNO PW i może powiedzieć jaka forma studiów jest tam wskazana? 
Edukacja; Witam, jestem na drugim roku matematyki stosowanej, wydziału informatycznego PB. Do tego czasu programowałem w C i niedawno przerzuciłem się na c++. Chciałbym rozwinąć swoją wiedzę właśnie z tego języka, jednak mam problem, ponieważ już jako takie pojęcie o programowaniu mam, ale czuje, że niektóre elementy mógłbym podszkolić. Szukam od jakiegoś czasu kursu, czy jakiś książek, które jeszcze bardziej pokażą mi możliwości tego języka z ewentualnym uzupełnieniem braków. Czy byłby w stanie ktoś, coś polecić? Co będzie aktualne na dzień dzisiejszy? Fajnie by było w języku polskim. Z góry dziękuje za wszystkie rady, pozdrawiam! 
Edukacja; Witam wszystkich Aktualnie jestem na pierwszym roku informatyki zaocznie, po technikum informatycznym. Głównym założeniem było skończenie specjalizacji sieci komputerowe. Jak ma się fizyczne posiadanie MTA, CCNP , a trwanie na tych studiach? Wcześniej wspomnę — Tak, mam wachania po analizie i algebrze. Fizyczne posiadanie umiejętności potwierdzone przez certyfikat vs studia z masą teorii, dające tylko podstawy bez fizycznego zastosowania. 
Edukacja; Witam od tego roku bede studiowal informatyke na wydziale EiTi na PW. Chcialbym sie dowiedziec jak tam jest, czy wysoki poziom, czy latwo znalezc prace, ogolne wrazenia :) Dzieki 
Edukacja; Od 6 miesięcy, jestem nazwijmy to początkującym programistą/juniorem etap poszukiwania pracy mam już za sobą. Wszystkie zrealizowane dotąd przeze mnie projekty pisałem w Pythonie. Po drodze trafiło mi się rozwijanie dość zaawansowanego projektu w Django( o którym uprzednio nie miałem żadnego pojęcia, oprócz tego że jest i do czego służy), czy też napisanie dość prostego skryptu, który rozrósł się na wiele funkcji, i jak dotąd nie trafiłem na problem którego nie dało by się rozwiązać. Aczkolwiek teraz wszystko wskazuje na to, że przydałoby mi się przejść na pisanie w C++,i tutaj zaczyna się mój problem. I o ile dla mnie python, był językiem o niskim progu wejścia, w którym wszystko było dość intuicyjne, o tyle nie mam pojęcia jak zacząć swoją przygodę z C++ ( oczywiście na studiach miałem 6 msc kurs z c++, ale jego poziomu wolałbym nie komentować). Zaczynając swoją przygodę, z Pythonem oglądałem dość dużą ilość tutoriali co jak i z czym, oraz rozwiązałem sporą ilość zadań na platformach (w moim przypadku był to codewars), o tyle teraz rozwiązywanie ich za pomocą C++, uważam za nieefektywne, bo są to w większości problemy analityczne (wykorzystujące głównie logiczne myślenie a sama umiejętność pisania jak dla mnie jest tam umiejętnością poboczną. Rozwiązywanie problemów wymagających analitycznego myślenia za pomocą C++,  sprowadza się w moim przypadku do sprawdzania jak wygląda składnia dla tego języka, ewentualnie odświeżanie składni C++, która pamiętam z pierwszego roku studiów. Nie bardzo wiem jakie podejście do tematu początków pisania w C++ byłoby najbardziej efektywne, z możliwych rozwiązań widzę:   oglądanie ogólno dostępnych tutoriali (większość z początku skupia się na tym czym są zmienne, jakie są ich typy itp, potem są wszelkiego rodzaju pętle, a o tym słyszałem już niejednokrotnie.   podejście drugie proponowane przez ludzi w pracy to napisz prosta aplikacje pokroju zwykłej gry w węża    trzecia opcja to odwołanie się do literatury (Symfonia C++ itp)   Szukam podejścia najbardziej efektywnego, które w dość krótkim czasie (około 3 msc pozwoli mi pisać niezbyt zaawansowany kod) Może, ktoś z forumowiczów spotkał się z podobnym problem i znalazł jakiś fajny pomysł jak ugryźć temat. Z góry przepraszam, za wszelkie błędy ortograficzno/interpunkcyjne, ale niestety z polskim nigdy nie było mi po drodze. 
Edukacja; Na jak daleki (w kilometrach lub w minutach/godzinach )codzienny dojazd na studia dzienne (po zajęciach powrót do domu) bylibyście w stanie się zgodzić?  Czy uważacie, że ~65km (40minut) w jedną stronę, czyli 130km (80 minut) w obie strony codziennie to za dużo z perspektywy marnowania czasu względem całego dnia? 
